3.068760E-08, 8.35605E-02, -6.52915E-02, 1.285263E-01, -5.75387E-02, -2.086756E+00, -8.65848E-01, 2.972716E+00, -2.138988E+00, 7.191296E+00, 8.68876E-01, 3.531839E+00, 8.51998E-01
3.068916E-08, 8.97627E-02, -5.90893E-02, 1.362790E-01, -5.75387E-02, -2.670951E+00, -7.60101E-01, 3.024185E+00, -2.335169E+00, 6.859135E+00, 1.181974E+00, 3.609287E+00, 8.95910E-01
3.069073E-08, 9.44143E-02, -5.28871E-02, 1.424811E-01, -5.75387E-02, -3.233510E+00, -6.40254E-01, 3.033544E+00, -2.504840E+00, 6.455797E+00, 1.489825E+00, 3.644005E+00, 9.26311E-01
3.069229E-08, 9.90660E-02, -4.97860E-02, 1.486833E-01, -5.75387E-02, -3.768250E+00, -5.08071E-01, 3.000790E+00, -2.647999E+00, 5.988060E+00, 1.787181E+00, 3.633323E+00, 9.43200E-01
3.069385E-08, 1.021670E-01, -4.51344E-02, 1.533349E-01, -5.59882E-02, -4.268989E+00, -3.65313E-01, 2.925925E+00, -2.759345E+00, 5.459314E+00, 2.070544E+00, 3.574569E+00, 9.39822E-01
3.069541E-08, 1.068187E-01, -4.04828E-02, 1.548855E-01, -5.44377E-02, -4.726454E+00, -2.17267E-01, 2.813627E+00, -2.836227E+00, 4.872949E+00, 2.334666E+00, 3.473086E+00, 9.22933E-01
3.069698E-08, 1.099198E-01, -3.42806E-02, 1.595371E-01, -5.13366E-02, -5.140646E+00, -6.3934E-02, 2.661556E+00, -2.881295E+00, 4.235742E+00, 2.576049E+00, 3.323531E+00, 8.89155E-01
3.069854E-08, 1.083692E-01, -2.96290E-02, 1.657393E-01, -4.82355E-02, -5.499199E+00, 8.9399E-02, 2.474393E+00, -2.891900E+00, 3.564641E+00, 2.789446E+00, 3.136588E+00, 8.38487E-01
3.070010E-08, 1.099198E-01, -2.96290E-02, 1.657393E-01, -4.20333E-02, -5.802115E+00, 2.42731E-01, 2.254476E+00, -2.868040E+00, 2.856257E+00, 2.974856E+00, 2.904244E+00, 7.74308E-01
3.070166E-08, 1.068187E-01, -2.49774E-02, 1.657393E-01, -4.51344E-02, -6.043212E+00, 3.89015E-01, 2.001806E+00, -2.807065E+00, 2.120758E+00, 3.127032E+00, 2.631841E+00, 6.89863E-01
3.070323E-08, 1.068187E-01, -2.03257E-02, 1.672898E-01, -4.04828E-02, -6.222489E+00, 5.28248E-01, 1.725740E+00, -2.708974E+00, 1.364923E+00, 3.245975E+00, 2.324720E+00, 5.91905E-01
3.070479E-08, 1.052681E-01, -1.41236E-02, 1.672898E-01, -3.42806E-02, -6.333765E+00, 6.56906E-01, 1.426278E+00, -2.576419E+00, 5.95530E-01, 3.326436E+00, 1.985552E+00, 4.77059E-01
3.070635E-08, 1.006165E-01, -1.10225E-02, 1.626382E-01, -3.42806E-02, -6.380129E+00, 7.71465E-01, 1.105761E+00, -2.406749E+00, -1.73863E-01, 3.368415E+00, 1.617007E+00, 3.48702E-01
3.070791E-08, 9.75154E-02, -1.10225E-02, 1.610876E-01, -2.80785E-02, -6.355401E+00, 8.73687E-01, 7.73546E-01, -2.210568E+00, -9.39867E-01, 3.370164E+00, 1.224426E+00, 2.10211E-01
3.070948E-08, 9.28638E-02, -7.9214E-03, 1.595371E-01, -2.49774E-02, -6.256490E+00, 9.58285E-01, 4.29633E-01, -1.982573E+00, -1.688924E+00, 3.333432E+00, 8.15821E-01, 6.1586E-02
3.071104E-08, 8.66616E-02, -4.8203E-03, 1.564360E-01, -1.72247E-02, -6.092668E+00, 1.023495E+00, 8.3381E-02, -1.733370E+00, -2.414255E+00, 3.256469E+00, 3.91193E-01, -9.7172E-02
3.071260E-08, 8.04595E-02, -1.687E-04, 1.533349E-01, -1.56741E-02, -5.857753E+00, 1.071082E+00, -2.65211E-01, -1.460307E+00, -3.105692E+00, 3.141025E+00, -4.4118E-02, -2.59308E-01
3.071416E-08, 7.27068E-02, 1.3818E-03, 1.440317E-01, -1.10225E-02, -5.561019E+00, 1.097518E+00, -6.06784E-01, -1.168687E+00, -3.756456E+00, 2.987100E+00, -4.79428E-01, -4.24822E-01
3.071573E-08, 6.65046E-02, 1.3818E-03, 1.393801E-01, -7.9214E-03, -5.199374E+00, 1.102805E+00, -9.38999E-01, -8.63810E-01, -4.359768E+00, 2.798191E+00, -9.12068E-01, -5.93713E-01
3.071729E-08, 6.03024E-02, 7.5840E-03, 1.316273E-01, -1.687E-04, -4.775909E+00, 1.085181E+00, -1.254837E+00, -5.48330E-01, -4.912240E+00, 2.572551E+00, -1.339367E+00, -7.65982E-01
3.071885E-08, 4.78981E-02, 1.06851E-02, 1.254252E-01, 1.3818E-03, -4.299899E+00, 1.048170E+00, -1.551959E+00, -2.27547E-01, -5.407092E+00, 2.317174E+00, -1.755983E+00, -9.28118E-01
3.072041E-08, 4.01454E-02, 1.06851E-02, 1.161219E-01, 6.0335E-03, -3.771341E+00, 9.88246E-01, -1.828025E+00, 9.8538E-02, -5.837545E+00, 2.032063E+00, -2.153905E+00, -1.090254E+00
3.072198E-08, 3.39432E-02, 1.37862E-02, 1.083692E-01, 1.06851E-02, -3.199509E+00, 9.08936E-01, -2.076016E+00, 4.21972E-01, -6.200211E+00, 1.722463E+00, -2.533133E+00, -1.242257E+00
3.072354E-08, 2.61905E-02, 1.53367E-02, 1.006165E-01, 1.68873E-02, -2.587495E+00, 8.10239E-01, -2.293594E+00, 7.37453E-01, -6.495089E+00, 1.390123E+00, -2.885654E+00, -1.384125E+00
3.072510E-08, 1.84378E-02, 1.53367E-02, 8.97627E-02, 1.99883E-02, -1.944570E+00, 6.93918E-01, -2.478418E+00, 1.044980E+00, -6.712010E+00, 1.040293E+00, -3.211470E+00, -1.515861E+00
3.072666E-08, 1.06851E-02, 1.99883E-02, 8.04595E-02, 2.61905E-02, -1.276918E+00, 5.59972E-01, -2.625809E+00, 1.336601E+00, -6.857754E+00, 6.76469E-01, -3.499897E+00, -1.634085E+00
3.072823E-08, 1.3818E-03, 2.15389E-02, 7.11562E-02, 3.23927E-02, -5.84538E-01, 4.11926E-01, -2.733428E+00, 1.612315E+00, -6.922153E+00, 3.02151E-01, -3.753605E+00, -1.735420E+00
3.072979E-08, -7.9214E-03, 2.30894E-02, 6.34035E-02, 3.39432E-02, 1.17114E-01, 2.51544E-01, -2.798935E+00, 1.866820E+00, -6.915374E+00, -7.9165E-02, -3.964584E+00, -1.819866E+00
3.073135E-08, -1.41236E-02, 2.61905E-02, 5.56508E-02, 3.54938E-02, 8.21858E-01, 8.0586E-02, -2.822330E+00, 2.097466E+00, -6.830639E+00, -4.62229E-01, -4.135503E+00, -1.887422E+00
3.073291E-08, -2.18763E-02, 2.77410E-02, 4.47970E-02, 4.01454E-02, 1.526602E+00, -9.9183E-02, -2.805954E+00, 2.298949E+00, -6.671337E+00, -8.41795E-01, -4.261023E+00, -1.938090E+00
3.073448E-08, -3.11795E-02, 2.92916E-02, 3.54938E-02, 4.32465E-02, 2.215891E+00, -2.86003E-01, -2.745126E+00, 2.471270E+00, -6.437469E+00, -1.212616E+00, -4.343812E+00, -1.968490E+00
3.073604E-08, -3.73817E-02, 3.23927E-02, 2.46400E-02, 4.78981E-02, 2.886634E+00, -4.74584E-01, -2.644525E+00, 2.611778E+00, -6.139202E+00, -1.571192E+00, -4.381200E+00, -1.975246E+00
3.073760E-08, -4.35839E-02, 3.39432E-02, 1.53367E-02, 4.94486E-02, 3.529558E+00, -6.63166E-01, -2.501813E+00, 2.717822E+00, -5.779926E+00, -1.914026E+00, -4.373188E+00, -1.965112E+00
3.073916E-08, -4.66850E-02, 3.70443E-02, 9.1345E-03, 5.25497E-02, 4.135391E+00, -8.49986E-01, -2.321668E+00, 2.789402E+00, -5.359641E+00, -2.234121E+00, -4.322447E+00, -1.938090E+00
3.074073E-08, -5.28871E-02, 3.70443E-02, 1.3818E-03, 5.56508E-02, 4.704131E+00, -1.029755E+00, -2.106431E+00, 2.823866E+00, -4.888515E+00, -2.529728E+00, -4.228975E+00, -1.887422E+00
3.074229E-08, -5.75387E-02, 4.01454E-02, -6.3709E-03, 6.18530E-02, 5.220325E+00, -1.202475E+00, -1.858439E+00, 2.823866E+00, -4.369936E+00, -2.797348E+00, -4.092773E+00, -1.819866E+00
3.074385E-08, -6.06398E-02, 4.01454E-02, -1.25730E-02, 6.34035E-02, 5.687064E+00, -1.366383E+00, -1.577694E+00, 2.789402E+00, -3.810686E+00, -3.036982E+00, -3.919183E+00, -1.735420E+00
3.074541E-08, -6.37409E-02, 4.32465E-02, -1.87752E-02, 6.49540E-02, 6.091982E+00, -1.519716E+00, -1.273553E+00, 2.720474E+00, -3.217542E+00, -3.243382E+00, -3.708205E+00, -1.627329E+00
3.074698E-08, -6.68420E-02, 4.32465E-02, -2.65279E-02, 6.96057E-02, 6.438172E+00, -1.658949E+00, -9.43678E-01, 2.617081E+00, -2.597282E+00, -3.416548E+00, -3.462508E+00, -1.509105E+00
3.074854E-08, -6.68420E-02, 4.47970E-02, -2.96290E-02, 7.11562E-02, 6.716361E+00, -1.782320E+00, -5.97426E-01, 2.481875E+00, -1.960075E+00, -3.554731E+00, -3.187434E+00, -1.373992E+00
3.075010E-08, -6.68420E-02, 4.63475E-02, -3.58312E-02, 7.27068E-02, 6.929638E+00, -1.889829E+00, -2.34797E-01, 2.320158E+00, -1.309311E+00, -3.654433E+00, -2.885654E+00, -1.225367E+00
3.075166E-08, -6.83925E-02, 4.78981E-02, -3.89322E-02, 7.58078E-02, 7.068732E+00, -1.976189E+00, 1.34851E-01, 2.129279E+00, -6.58547E-01, -3.717402E+00, -2.559839E+00, -1.069987E+00
3.075323E-08, -6.52915E-02, 5.09992E-02, -4.35839E-02, 7.42573E-02, 7.133643E+00, -2.041400E+00, 5.09178E-01, 1.914540E+00, -4.393E-03, -3.743640E+00, -2.218000E+00, -8.97718E-01
